,place_id,name,address,latitude,longitude,types,googleMapsUri,priceRange,place_overall_rating,userRatingCount,extract_date,author_name,user_review_rating,text,author_id,uniqueID,timestamp,state,main_category,sub_category,operating_hours_cleaned,Monday_hours,Tuesday_hours,Wednesday_hours,Thursday_hours,Friday_hours,Saturday_hours,Sunday_hours,clean_name,weak_label,is_consistent,vader_score
25764,ChIJ1cxXQV_dzTERauMpTQRkhxY,ä¹å¦¹èŒ¶é¤å»³ NINE SIS FOOD BAR,"No.75 Ground Floor, Jalan Era Square 2, Era Square, 70200 Seremban, Negeri Sembilan, Malaysia",2.7269945,101.9311104,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=1623376160327590762,,4.6,715,2025-10-26,Johnny Ho,1,"The laksa is quite ok, but not satisfy with the drinks, ordered 3 layer milk tea, 3 色对吧？may i know where is the 3 layer ? Ask the chinese male waiter, he told me they alr mix it, the drinks in the menu is not the same as what served us...

Laksa wise, the foreigner serve using hand, wow.. how can he tahan the heat..he somemore give me more chilli

The customer next to my table complain to me he order big laksa from the waiter but what he ordered came back as small..我真心觉得这家店不想做了..",111938787438856784434,ChIJ1cxXQV_dzTERauMpTQRkhxY_111938787438856784434,2025-08-03 05:48:37,Negeri Sembilan,restaurant,restaurant,Monday: 7:00AM-3:30PM | Tuesday: 7:00AM-3:30PM | Wednesday: 7:00AM-3:30PM | Thursday: 7:00AM-3:30PM | Friday: 7:00AM-3:30PM | Saturday: 7:00AM-3:30PM | Sunday: 7:00AM-3:30PM,7:00AM-3:30PM,7:00AM-3:30PM,7:00AM-3:30PM,7:00AM-3:30PM,7:00AM-3:30PM,7:00AM-3:30PM,7:00AM-3:30PM,NINE SIS FOOD BAR,negative,False,0.8474
25795,ChIJu-7Fa57dzTERlyRQp-JGzsY,Restoran Temiang Corner,"27, Jalan Hj Abd Hamid, Taman Unian, 70200 Seremban, Negeri Sembilan, Malaysia",2.733439,101.936644,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14325465403995726999,1.0,3.3,793,2025-10-26,Kohilah Vani,1,"I recently visited Temiang Corner and, unfortunately, had a disappointing experience. One of the staff name (Salam)  was not responsive and didn’t attend to us in a courteous or professional manner. Additionally, the food was served poorly, and I was not satisfied with the quality or presentation.

I believe every customer deserves respectful service and a pleasant dining experience. I hope the management looks into staff training and food service quality to ensure better customer satisfaction in the future.",101060458256904012875,ChIJu-7Fa57dzTERlyRQp-JGzsY_101060458256904012875,2025-06-21 07:26:16,Negeri Sembilan,restaurant,restaurant,Monday: 8:00AM-12:00AM | Tuesday: 8:00AM-12:00AM | Wednesday: 8:00AM-12:00AM | Thursday: 8:00AM-12:00AM | Friday: 8:00AM-12:00AM | Saturday: 8:00AM-12:00AM | Sunday: 8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,Restoran Temiang Corner,negative,False,0.897
25797,ChIJu-7Fa57dzTERlyRQp-JGzsY,Restoran Temiang Corner,"27, Jalan Hj Abd Hamid, Taman Unian, 70200 Seremban, Negeri Sembilan, Malaysia",2.733439,101.936644,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14325465403995726999,1.0,3.3,793,2025-10-26,Jonathan Chong,2,The food is good.. Environment not bad  too... But the restaurant always on the TV  facing backward and the sound of the tv news volume always so loud!! ...and no any customer watching tv too... This is very annoying..... I hope the restaurant can turn the volume down..... unsatisfied with this.. Please be considerate the customer feeling.,101872531077525333246,ChIJu-7Fa57dzTERlyRQp-JGzsY_101872531077525333246,2023-08-03 12:35:52,Negeri Sembilan,restaurant,restaurant,Monday: 8:00AM-12:00AM | Tuesday: 8:00AM-12:00AM | Wednesday: 8:00AM-12:00AM | Thursday: 8:00AM-12:00AM | Friday: 8:00AM-12:00AM | Saturday: 8:00AM-12:00AM | Sunday: 8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,Restoran Temiang Corner,negative,False,0.6725
25814,ChIJdZrm5ovnzTERT31yiZZbI68,Shabuyaki by Nippon Sushi,"No. 13-L2 & 13A-L2, Gerbang Seremban, Off, Jalan Sungai Ujong, 70200 Seremban, Negeri Sembilan, Malaysia",2.717016,101.9195622,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=12620031282931465551,,4.3,657,2025-10-26,BRYAN Tey,5,"Slow service, hot place ,bad taste, high price, overrated, even chocolate also the bad quality ,my brother after eat fell nausea ,don’t understand why long Q",111995635207880551864,ChIJdZrm5ovnzTERT31yiZZbI68_111995635207880551864,2025-08-03 13:14:36,Negeri Sembilan,restaurant,restaurant,Monday: 11:30AM-11:00PM | Tuesday: 11:30AM-11:00PM | Wednesday: 11:30AM-11:00PM | Thursday: 11:30AM-11:00PM | Friday: 11:30AM-11:00PM | Saturday: 11:30AM-11:00PM | Sunday: 11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-11:00PM,11:30AM-11:00PM,Shabuyaki by Nippon Sushi,positive,False,-0.7906
25830,ChIJ48v6w5HnzTERqQk8CDJjoCM,Restoran Selera Nogori,"602&603, Jalan Haruan 4/8, Oakland Commercial Centre, 70300 Seremban, Negeri Sembilan, Malaysia",2.7075206,101.9193278,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=2567160854138849705,1.0,4.4,3873,2025-10-26,Nur Syafiqah,1,"Not even worth a 1-star rating. The food is far from good. Especially lauk masak lemak cili api that had no flavor at all, but the prices were sky-high. The only thing worth mentioning was the variety of dishes, but sadly, none of them tasted good. The staff at the counter was absolutely terrible. No friendliness whatsoever, and giving me a sour face like I asked for their mother’s land title, as if I was eating for free. And mind you, I paid for my food! This place used to be decent but now it’s gone downhill. Bad food, overpriced, and rude service. Honestly, it’s hard to support local businesses when they behave like this.",106904657552765778631,ChIJ48v6w5HnzTERqQk8CDJjoCM_106904657552765778631,2024-10-18 07:10:20,Negeri Sembilan,restaurant,restaurant,Monday: 7:00AM-5:00PM | Tuesday: 7:00AM-5:00PM | Wednesday: 7:00AM-5:00PM | Thursday: 7:00AM-5:00PM | Friday: 7:30AM-5:00PM | Saturday: 7:00AM-5:00PM | Sunday: 7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:30AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,Restoran Selera Nogori,negative,False,0.7408
25862,ChIJjV5S_TLxzTER-qzDtBE2xIY,"Nasi Kandar MZ Maju, PD Waterfront","Malaysia, Negeri Sembilan, Port Dickson, Kampung Bahasa Kapor, Persiaran Waterfront, PD waterfronté‚®æ”¿ç¼–ç : 71000",2.5227516,101.8025984,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=9710946146192698618,2.0,3.5,324,2025-10-26,Victor Chong,2,"Bought Maggie goreng and the tarik ...
Teh tarik is acceptable for me .. but the Maggie goreng is tak sedap for me ..
Small portion ..and cost me 7.50 with telor mata...

Best part... I saw chef use his hand to take the telor mata and put it on top of my Maggie goreng .. hygiene is out for me...

Atmosphere is good as it is near the beach ..",117665383672243449807,ChIJjV5S_TLxzTER-qzDtBE2xIY_117665383672243449807,2025-09-14 15:29:54,Negeri Sembilan,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,"Nasi Kandar MZ Maju, PD Waterfront",negative,False,0.9571
25944,ChIJIxUrE1vnzTERJONez8GAESI,The Coffee Bean & Tea Leaf,"No. 53, Ground Floor, Prima 3, Jalan Rasah, Pusat Komersial Rasah Prima, 70300 Seremban, Negeri Sembilan, Malaysia",2.6884592,101.9341993,"['cafe', 'establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=2454884841789776676,2.0,4.4,407,2025-10-26,lp6,1,The hot latte is really bad...so so diluted... mostly milk... no coffee taste at all...staffs not so friendly as well... hope they can improve their service in near future...only parking is easier to get here...otherwise not recommended to go to this branch...,103001509208237368286,ChIJIxUrE1vnzTERJONez8GAESI_103001509208237368286,2025-08-09 04:23:24,Negeri Sembilan,restaurant,cafe_bakery,Monday: 7:00AM-11:30PM | Tuesday: 7:00AM-11:30PM | Wednesday: 7:00AM-11:30PM | Thursday: 7:00AM-11:30PM | Friday: 7:00AM-11:30PM | Saturday: 7:00AM-11:30PM | Sunday: 7:00AM-11:30PM,7:00AM-11:30PM,7:00AM-11:30PM,7:00AM-11:30PM,7:00AM-11:30PM,7:00AM-11:30PM,7:00AM-11:30PM,7:00AM-11:30PM,The Coffee Bean & Tea Leaf,negative,False,0.5948
25963,ChIJ-4p9NePdzTERxCkKvhmOwH8,Restoren Kemangi,"PERSIMPANGAN TMN PINGGIRAN GOLF / TMN PAROI JAYA, BATU 3, JALAN KUALA PILAH, Seremban, 70400 Seremban, Negeri Sembilan, Malaysia",2.7274098,101.9760395,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=9205513879558957508,2.0,3.7,423,2025-10-26,Hazman Akmal,2,"Came in at 645pm, ambience seems nice, food is quick but there is certainly room to improve on the service, waiter was kind of passive aggresive. Kept mentioning on how there were a lot of orders coming in from food delivery services.

At the time of comment :
Grilled chicken - RM 17
Fish and chip - RM 15

Included the fish and chip pic together.",101483680467184652535,ChIJ-4p9NePdzTERxCkKvhmOwH8_101483680467184652535,2023-04-28 11:34:02,Negeri Sembilan,restaurant,restaurant,Monday: 4:30-11:30PM | Tuesday: Closed | Wednesday: 4:30-11:30PM | Thursday: 4:30-11:30PM | Friday: 4:30-11:30PM | Saturday: 4:30-11:30PM | Sunday: 4:30-11:30PM,4:30PM-11:30PM,Closed,4:30PM-11:30PM,4:30PM-11:30PM,4:30PM-11:30PM,4:30PM-11:30PM,4:30PM-11:30PM,Restoren Kemangi,negative,False,0.8628
25982,ChIJLdtfYQdpzjER76pi58XR3ko,"Kedai H4774 (Kedai Desa) , BAHAU, JEMPOL - Restoran nasi lemak, char kuey tiaw dan western tersedap di bahau","NO 06, KEDAI DESA, JALAN RIA, TAMAN RIA, 72100 Bahau, Negeri Sembilan, Malaysia",2.805145,102.4096013,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=5394980051557198575,2.0,4.4,549,2025-10-26,Edward Yoon ZH,2,"Firstly, the service by a guy with glasses is very polite attentive kudos to that.
Secondly, the Carbonara is not even ""Carbonara Spaghetti, its just Spaghetti with watered down milk on top of it and its not mixed well, the sausage isn't fully cooked.
Thirdly, the Float is using the cheapest vanilla icecream they can find with a slightly larger sized ice cube
Fourthly, the fries is overcooked..
Last but not least, the Nasi Goreng Pattaya, has a nice presentation cause they fully wrap the Nasi Goreng with Pattaya(egg), also the dish isnt using overnight rice, therefore it's not dry, and the rice is *tasteless*, half way through eating it, i finally found some chicken in it and you know what? it's not even fully cooked..

well overall dont get your hopes up if you're ordering other dishes aside from their signature dishes(cause apparently others rate it quite well, idk, havent try it).
The Service is decent.
The Environment is spacious and selected songs playing.",114987169360343028218,ChIJLdtfYQdpzjER76pi58XR3ko_114987169360343028218,2025-04-03 15:28:04,Negeri Sembilan,restaurant,cafe_bakery,Monday: 4:00-11:30PM | Tuesday: 4:00-11:30PM | Wednesday: 4:00-11:30PM | Thursday: 4:00-11:30PM | Friday: 4:00-11:30PM | Saturday: 4:00-11:30PM | Sunday: 4:00-11:30PM,4:00PM-11:30PM,4:00PM-11:30PM,4:00PM-11:30PM,4:00PM-11:30PM,4:00PM-11:30PM,4:00PM-11:30PM,4:00PM-11:30PM,"Kedai H4774 Kedai Desa , BAHAU, JEMPOL - Restoran nasi lemak, char kuey tiaw dan western tersedap di bahau",negative,False,0.8525
26020,ChIJe5hiwrrgzTERZGvEa4FO0gk,"AJ Legend Kitchen 2 ( Nasi Lemak Legend , Nasi Kenduri AJ, western food ),","325-G, Jalan Bandar Senawang 17, Pusat Bandar Senawang, 70450 Senawang, Negeri Sembilan, Malaysia",2.7065164,101.9934675,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=707714409216371556,1.0,4.1,511,2025-10-26,Rusydi Azhar,2,"Come with family and on my big day. I just ordered Nasi Goreng Sotong Diraja and what i got is nasi lemak. Staff doesnt inform earlier and was waiting for 30 minutes for food like this. Presentation was good. Nasi lemak cooked well and sambal just nice. Papadom lemau but vege fresh . Salutan tepung tak berapa cantik dan sotong liat. Ice lemon was so devastated and taste like plain water. The service was so bad because staff was busy and dont inform that nasi goreng was sold out.
The conclusion is owner please improve your service and food. im so dissapointed with this service and food. Please consider this post to improve to being better.",100014857391344254149,ChIJe5hiwrrgzTERZGvEa4FO0gk_100014857391344254149,2025-02-28 14:10:30,Negeri Sembilan,restaurant,restaurant,Monday: Closed | Tuesday: 5:00PM-12:00AM | Wednesday: 5:00PM-12:00AM | Thursday: 5:00PM-12:00AM | Friday: 5:00PM-12:00AM | Saturday: 5:00PM-12:00AM | Sunday: 5:00PM-12:00AM,Closed,5:00PM-12:00AM,5:00PM-12:00AM,5:00PM-12:00AM,5:00PM-12:00AM,5:00PM-12:00AM,5:00PM-12:00AM,"AJ Legend Kitchen 2 Nasi Lemak Legend , Nasi Kenduri AJ, western food ,",negative,False,0.9079
26041,ChIJ02ef3hLnzTER8DH7LGMIP_A,Blossom Hawker Center,"Lot 13479/13482, Jalan Tok Ungku, Taman Blossom Height, 70100 Seremban, Negeri Sembilan, Malaysia",2.697281,101.9485173,"['establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=17311564714684920304,,3.7,1025,2025-10-26,Alison Goh,4,"Vegetarian stall operates at night and serving good siew chao, fried lao shu fen full of wok hei. But the oyster omelete frm the Thai stall is just meh, oyster doesn't taste fresh.",100153824026675704126,ChIJ02ef3hLnzTER8DH7LGMIP_A_100153824026675704126,2024-01-25 11:57:59,Negeri Sembilan,restaurant,restaurant_general,Monday: 6:00AM-11:00PM | Tuesday: 6:00AM-11:00PM | Wednesday: 6:00AM-11:00PM | Thursday: 6:00AM-11:00PM | Friday: 6:00AM-11:00PM | Saturday: 6:00AM-11:00PM | Sunday: 6:00AM-11:00PM,6:00AM-11:00PM,6:00AM-11:00PM,6:00AM-11:00PM,6:00AM-11:00PM,6:00AM-11:00PM,6:00AM-11:00PM,6:00AM-11:00PM,Blossom Hawker Center,positive,False,-0.5489
26082,ChIJhXiMyHndzTERAzOML8kzIc8,Kensington Western Restaurant,"34, Jalan Era Square 3, Era Square, 70200 Seremban, Negeri Sembilan, Malaysia",2.7264377,101.9314273,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14925267579261694723,2.0,4.1,488,2025-10-26,Yen Liew,2,"Overrated restaurant!
Food so-so, just like hainanese style chicken chop, not Western style at all.
The potatoes wedges quite soft, the vegetables are under cooked.
Chicken chop definitely uses frozen one, taste bland.

Very very expensive, consider the quality of the food.

Vibes OK, but got flies flying around.

Value for money:1.5/5",112402010452501081243,ChIJhXiMyHndzTERAzOML8kzIc8_112402010452501081243,2024-11-07 02:14:26,Negeri Sembilan,restaurant,restaurant,Monday: 11:00AM-11:00PM | Tuesday: 11:00AM-11:00PM | Wednesday: 11:00AM-11:00PM | Thursday: 11:00AM-11:00PM | Friday: 11:00AM-11:00PM | Saturday: 11:00AM-11:00PM | Sunday: 11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,Kensington Western Restaurant,negative,False,0.7177
26097,ChIJLzf4S97dzTERfZj0-IOZmjk,Woodfire Seremban,"26, Jalan Permata 1, Pusat Komersial Lobak 2, 70200 Seremban, Negeri Sembilan, Malaysia",2.7273652,101.9256134,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=4150798798671878269,2.0,4.5,892,2025-10-26,Ron Ng,2,"Came by for dinner, perhaps i was early because as i was having my meals, more people came in. Ordered their double beef patty burger with curly fries and a drink.
Have a seat and minutes later the burger was served. This will be a messy one. Visually you can see the buns, patty, tomatoes, cheese, lettuce and rest is covered with sauce. When i picked up the burger, sauce has started trickling down my hands, gets worse with every bite. Half way through, i couldn't find the rest of the bottom bun. I loved a messy burger, but this is overly sauce till i couldn't taste much of what is with the burger. I think the patty was good, though a little undercook should be better. If messy saucy burger is what you like, you will find it here",102898821791109530498,ChIJLzf4S97dzTERfZj0-IOZmjk_102898821791109530498,2025-08-16 13:02:46,Negeri Sembilan,restaurant,restaurant,Monday: 12:00-10:00PM | Tuesday: 12:00-10:00PM | Wednesday: 12:00-10:00PM | Thursday: 12:00-10:00PM | Friday: 3:30-10:00PM | Saturday: 12:00-10:00PM | Sunday: 12:00-10:00PM,12:00PM-10:00PM,12:00PM-10:00PM,12:00PM-10:00PM,12:00PM-10:00PM,3:30PM-10:00PM,12:00PM-10:00PM,12:00PM-10:00PM,Woodfire Seremban,negative,False,0.7579
26176,ChIJJ8WhfyXEzTERqD6GMoSyCb0,Restoran Loon Sing Sdn Bhd,"PT 2484, Kawasan Perindustrian Nilai 2, Block D, 71800 Nilai, Negeri Sembilan, Malaysia",2.8270629,101.8070445,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=13621614828811861672,2.0,4.0,1595,2025-10-26,Xiao Xuan,1,"Came here around 11am, not very crowded but was informed that to order DimSum need to wait 1 hour, but ordering dishes wouldn’t need to wait(?) Weird but anyhow walked in.
Interior was decent, staff were efficient.
Dishes came quite some time…

The portion size was generally small. I was very disappointed when the award winning DongBoYok came, the meat was so black and dark, I was quite taken aback. The meat has some porky taste, and it was not stewed to the right texture, lean meat was tough to chew, and the fatty part was still very chewy, not melt-in-your-mouth type.
The tofu was nice, decent. The vegetables were very little, and hard! The fish was nice, no fishy muddy taste, just that it was slightly too bland and the tofu inside was slightly sourish.
For 5 pax up to RM500, this was not a good experience. Would not come again, the price is definitely not worth it. Do not recommend.",112625584855554127911,ChIJJ8WhfyXEzTERqD6GMoSyCb0_112625584855554127911,2025-03-16 08:39:01,Negeri Sembilan,restaurant,restaurant,"Monday: 10:00AM-3:00PM, 5:30-10:00PM | Tuesday: 10:00AM-3:00PM, 5:30-10:00PM | Wednesday: 10:00AM-3:00PM, 5:30-10:00PM | Thursday: 10:00AM-3:00PM, 5:30-10:00PM | Friday: 10:00AM-3:00PM, 5:30-10:00PM | Saturday: 10:00AM-3:00PM, 5:30-10:00PM | Sunday: 10:00AM-3:00PM, 5:30-10:00PM","10:00AM-3:00PM, 5:30PM-10:00PM","10:00AM-3:00PM, 5:30PM-10:00PM","10:00AM-3:00PM, 5:30PM-10:00PM","10:00AM-3:00PM, 5:30PM-10:00PM","10:00AM-3:00PM, 5:30PM-10:00PM","10:00AM-3:00PM, 5:30PM-10:00PM","10:00AM-3:00PM, 5:30PM-10:00PM",Restoran Loon Sing Sdn Bhd,negative,False,0.8295
26195,ChIJR9WV2YnezTERsGC_CBfc-d0,Restoran DPantai & DPedas,"Lot 2031, 1, Jalan Pantai Batu 10, Kampung Pantai, 71770 Seremban, Negeri Sembilan, Malaysia",2.8115338,101.9916468,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15995057543072145584,2.0,4.1,1696,2025-10-26,AIDA RAMLI,2,"During our meal, we experienced some issues with the satay. The satay kambing appeared to be undercooked, and the satay tongkeng had a very sour taste, which might indicate the marinade had spoiled. When we brought this to the attention of the kitchen staff, they did not offer a verbal response but tasted the remaining undercooked satay kambing with very little onion and nasi impit for 9 sticks.

We did enjoy the other dishes: the kambing bakar, masak lemak daging salai, and homemade mushroom soup were delicious. The satay daging was also acceptable.

However, the service from the crew was disappointing. They did not smile and seemed indifferent to our presence.

Upon raising the issue a second time at the cashier, the cashier apologized and waived the charges for the satay kambing and satay tongkeng.

I hope the restaurant can improve the food quality, specifically for the satay, and also enhance their customer service, as I have been a loyal customer of their kambing perap for many years.",110988533695347773731,ChIJR9WV2YnezTERsGC_CBfc-d0_110988533695347773731,2025-04-18 09:25:03,Negeri Sembilan,restaurant,cafe_bakery,Monday: 5:00PM-12:00AM | Tuesday: 5:00PM-12:00AM | Wednesday: Closed | Thursday: 5:00PM-12:00AM | Friday: 5:00PM-2:00AM | Saturday: 12:00PM-2:00AM | Sunday: 12:00PM-12:00AM,5:00PM-12:00AM,5:00PM-12:00AM,Closed,5:00PM-12:00AM,5:00PM-2:00AM,12:00PM-2:00AM,12:00PM-12:00AM,Restoran DPantai & DPedas,negative,False,0.9537
26203,ChIJ7d1pQHbdzTERt-unxvVRcMs,One Eleven Food Court,"43b, Jalan Veloo, Taman Saga, 70200 Seremban, Negeri Sembilan, Malaysia",2.731436,101.9331283,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14659306903132695479,,3.9,1732,2025-10-26,xuen xuen,1,"very disgusting,got cockroach inside the Milo and I bite it luckily haven't swallow it
Ask the waiter they just said ""I do want more milo for you?"" No apology.",117436666788732762932,ChIJ7d1pQHbdzTERt-unxvVRcMs_117436666788732762932,2025-08-29 15:27:08,Negeri Sembilan,restaurant,restaurant,Monday: 7:00AM-11:00PM | Tuesday: 7:00AM-11:00PM | Wednesday: Closed | Thursday: 7:00AM-11:00PM | Friday: 7:00AM-11:00PM | Saturday: 7:00AM-11:00PM | Sunday: 7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,Closed,7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,7:00AM-11:00PM,One Eleven Food Court,negative,False,0.5349
26207,ChIJv727--btzTER9eWkVi2U4UE,Hao Kee Seafood Restaurant,"No.25, Taman Mikamas, Taman Nlfcs, 71000 Port Dickson, Negeri Sembilan, Malaysia",2.5480547,101.8022525,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=4747238404673299957,2.0,3.9,757,2025-10-26,Porcini Shroom,2,"Pros:
Fast service, nice servers. Acceptably clean. Price is average. Moderately packed, so we thought the food there would be good. But no.

Cons:
Food was disappointing. The fish and prawns are fresh, but covered with overly salty or overly sweet toppings. I’ve had plenty of paku pakis belacan before, they never tasted as weird as that. I can assure you that that’s not how belacan should taste like. Overall, I think the cook(s) has plenty of room for improvement. In the pic below shows how I peel off my dry butter prawn skin to only eat the meat.",115961142900658624046,ChIJv727--btzTER9eWkVi2U4UE_115961142900658624046,2025-06-08 13:02:41,Negeri Sembilan,restaurant,restaurant,Monday: 1:30-10:45PM | Tuesday: Closed | Wednesday: 1:30-10:45PM | Thursday: 1:30-10:45PM | Friday: 1:30-10:45PM | Saturday: 12:30-10:45PM | Sunday: 12:30-10:45PM,1:30PM-10:45PM,Closed,1:30PM-10:45PM,1:30PM-10:45PM,1:30PM-10:45PM,12:30PM-10:45PM,12:30PM-10:45PM,Hao Kee Seafood Restaurant,negative,False,0.9597
26213,ChIJZ52yLV7nzTERe8EWPiT8lAc,Me'nate Steak Hub (Seremban),"157, Jln S2 B15, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",2.6924324,101.9055685,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=546338687409373563,3.0,4.7,2808,2025-10-26,Chua Loo Khoon,1,"The fresh mango juice in jug didn’t taste like real mango. It tasted more like cordial mango drink compared to freshly squeezed fruit juice (as stated on menu - fresh juice). Although after checking with staff, staff admitted that the mango was not the usual mango and gave a slice of free cake as compensation. But the juice was RM35, and the slice of cake was around RM15. In overall, the staff was quite friendly.",104981528102699190241,ChIJZ52yLV7nzTERe8EWPiT8lAc_104981528102699190241,2025-06-29 13:24:08,Negeri Sembilan,restaurant,restaurant,"Monday: 11:00AM-11:00PM | Tuesday: 11:00AM-11:00PM | Wednesday: 11:00AM-11:00PM | Thursday: 11:00AM-11:00PM | Friday: 11:00AM-12:30PM, 2:30-11:00PM | Saturday: 11:00AM-11:00PM | Sunday: 11:00AM-11:00PM",11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,"11:00AM-12:30PM, 2:30PM-11:00PM",11:00AM-11:00PM,11:00AM-11:00PM,Me'nate Steak Hub Seremban,negative,False,0.9008
26268,ChIJORGb6LbnzTERMl6Ume6JDOY,S2 City Park Restaurant èŽ²é¦™æ¥¼é…’å®¶,"Malaysia, Negeri Sembilan, Seremban, Garden Homes, Lot 28244, F1, 2, Jalan S2é‚®æ”¿ç¼–ç : 70300",2.6839882,101.9105479,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=16576775986315812402,2.0,3.7,663,2025-10-26,Kah Weng Lim,4,"Overall okie.
Reasonable price
Just one thing is.
We had 2 tables(combine) with 1 set food only
They wrongly gv extra 1 laosang, after eat feel weird and discuss with them.
But still need pay full price of it😭",113503904409421534339,ChIJORGb6LbnzTERMl6Ume6JDOY_113503904409421534339,2024-02-15 12:22:34,Negeri Sembilan,restaurant,restaurant,"Monday: 10:30AM-2:00PM, 5:00-10:00PM | Tuesday: 10:30AM-2:00PM, 5:00-10:00PM | Wednesday: 10:30AM-2:00PM, 5:00-10:00PM | Thursday: 10:30AM-2:00PM, 5:00-10:00PM | Friday: 10:30AM-2:00PM, 5:00-10:00PM | Saturday: 10:30AM-2:00PM, 5:00-10:00PM | Sunday: 10:30AM-2:00PM, 5:00-10:00PM","10:30AM-2:00PM, 5:00PM-10:00PM","10:30AM-2:00PM, 5:00PM-10:00PM","10:30AM-2:00PM, 5:00PM-10:00PM","10:30AM-2:00PM, 5:00PM-10:00PM","10:30AM-2:00PM, 5:00PM-10:00PM","10:30AM-2:00PM, 5:00PM-10:00PM","10:30AM-2:00PM, 5:00PM-10:00PM",S2 City Park Restaurant,positive,False,-0.7269
26300,ChIJ9fdEuLfnzTER0AqMiM2YYMs,City Park Oriental â€¢ Seremban 2,"101 & 102, Jalan S2 D32, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",2.6872417,101.9133899,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14654881195990190800,2.0,4.1,795,2025-10-26,Szaeliman,2,"Staff; friendly and fast service
Foods; taste is not up to expectation, the portion  is too small with the price u paid
For example the fried squid was fried like jemput2.. the deep fried fish thai sauce taste totally like u poured thai sauce bottle.. even kangkung belacan also tasted bitter.. the butter prawn was too watery
felt disappointed, with the price tag, it should be better",115419902567822186058,ChIJ9fdEuLfnzTER0AqMiM2YYMs_115419902567822186058,2021-12-14 08:56:13,Negeri Sembilan,restaurant,restaurant,"Monday: 11:30AM-2:30PM, 5:30-11:00PM | Tuesday: 11:30AM-2:30PM, 5:30-11:00PM | Wednesday: Closed | Thursday: 11:30AM-2:30PM, 5:30-11:00PM | Friday: 5:30-11:00PM | Saturday: 11:30AM-2:30PM, 5:30-11:00PM | Sunday: 11:30AM-2:30PM, 5:30-11:00PM","11:30AM-2:30PM, 5:30PM-11:00PM","11:30AM-2:30PM, 5:30PM-11:00PM",Closed,"11:30AM-2:30PM, 5:30PM-11:00PM",5:30PM-11:00PM,"11:30AM-2:30PM, 5:30PM-11:00PM","11:30AM-2:30PM, 5:30PM-11:00PM",City Park Oriental Seremban 2,negative,False,0.6697
